"inputTweet","score","sentiment"
"Where does Blue Apron go after #Amazon wraps up its Whole Foods #deal? #news #rt

https://t.co/Nbd9i4kAvP https://t.co/0H1IOHlVf5",0,"neutral"
"Sport this watch when going out with friends. Even in the dark !! https://t.co/2VAyC2Rjqs #watches #teenagewatches https://t.co/XVs0UfZ2J4",-1,"negative"
"Amazon Fire Phone Sleeve | RUM DIARY | https://t.co/DcZp8DCD91 | #AmazoneFirePhone #FirePhoneSleeve #FirePhoneCase #FirePhonePouch #FirePho…",0,"neutral"
"""Outstanding
Orwellian
Truly great""
https://t.co/xMQbDeuKd1
#Free #KindleUnlimited
#dystopian #scifi #IARTG #IAN1 https://t.co/TKfbksT6s7",1,"positive"
"Rediscover #SleepingBeauty with Awakening. A #paranormal #fantasy #fairytale #retelling! #vampires #books #fiction https://t.co/YskozPNakj",0,"neutral"
"Bon plan Amazon : 56€ la carte son Creative Sound Blaster Audigy Rx 7.1 https://t.co/suOGqLHvOX",1,"positive"
"Amazon Takes 1st Steps Toward Whole Foods Pricing Makeover https://t.co/oYEHKNzWj2 https://t.co/b2fzKqM3l8",0,"neutral"
"How can she leave him? THE DREAMER &amp; THE COWBOY https://t.co/EAndHnjO8U #bookbuzz #ebooks #Kindleunlimited",0,"neutral"
"Happy book birthday to @cathylambauthor. Running to get my copy! https://t.co/9cLyGSwrza https://t.co/zbxN79SYOP",1,"positive"
"☑ out @evepaludan's growing #booklist 
#paranormal #mystery and #romance: 
https://t.co/0Ij0F3CrPf
https://t.co/TRtdRm26p4",0,"neutral"
"Place your bet for CPL T20: Match 25: @BIMTridents V @GYAmazonWarrior 
https://t.co/gyNGczgHJg
#bet#free#real#prizes",0,"neutral"
"Best Sellers in Bakeware
#10: Pyrex Basics Clear Oblong Glass Baking Dishes, 2 ...
https://t.co/xw0EwwrtvK https://t.co/7RXud5kl3F",2,"positive"
"The Sword and the Dragon from #AwardWinning, M. R. Mathias's The #Wardstone Trilogy https://t.co/rVDUc1pJCv #KindleUnlimited  #Wardstone #RT",0,"neutral"
"The Award Winning #YA #Fantasy The Midnight Society is HERE!!! #99cents #ya #fantasy #yalit https://t.co/ORLc3VAjGD https://t.co/sHRl5YhXGi",2,"positive"
"MP3 Songs
New Releases in Children's Music
#2: Stay
KIDZ BOP Kids 
https://t.co/lxfTc3crds https://t.co/HOAzwsFH6e",0,"neutral"
"@tkSciGuy @pernilleripp I love seeing the Amazon box in the mailbox because I know that means books are here!",1,"positive"
"The Beau Monde calls her Naughty Lady Ness #historicalromancerocks https://t.co/467WzqHNJX https://t.co/quqxLYnVbV",-1,"negative"
"His king betrayed him-His family betrayed him. Will she betray him too? #romanticlove https://t.co/qXy2fva2Ye https://t.co/GrDQmcKW1q",-1,"negative"
"A Better Life: An Inspiring Story About Starting Over https://t.co/5SD6flvs3i #bookboost #amwriting #asmsg #KINDLE… https://t.co/hZMfzr2sj6",2,"positive"
"Find zootopia on #Amazon click here https://t.co/cGdvf1tSub #lmatfy #zootopia #letmeamazonthatforyou",0,"neutral"
"❤WOLF MOON❤
#BESTSELLER
#Werewolf for hire
#Vampires on a train
Hell of a contract`
https://t.co/AYEvjUHCuc
https://t.co/gx2Dl3rSHO",0,"neutral"
"5 New Incredible Inventions You Can BUY NOW On Amazon #5: https://t.co/EAavOuG33W via @YouTube",1,"positive"
"#CyberMonday #Sony DSC-RX100/B 20.2 MP Exmor CMOS Sensor #Digital #Camera with 3.6x Zoom https://t.co/pIMCESN4Zl  #digitalcamera #deals",0,"neutral"
"A rockstar with panic attacks. A nurse with a hidden identity. DRIFT https://t.co/7LcZmAOceq @jeanaemann https://t.co/5OAhKxGjSq",-1,"negative"
"Thank you Jeff Bezos for safeguarding our avocado toast future https://t.co/Dhgps60oua",1,"positive"
"99 cents
Beneath Montana's Sky
https://t.co/YpKop95Ore https://t.co/4S4HEpWZ2V",0,"neutral"
"Last few days to participate! Dont miss your chance to travel to Salzburg for free!! #TrailOfFour #Contest
Buy here… https://t.co/AKgxP9MfJB",0,"neutral"
"@AmazonHelp That's not explained anywhere. I go to Amazon and some times pay extra for that great customer service.… https://t.co/CEbIXVA1GU",1,"positive"
"$0.99 ✦ Breathless in Love
#ContemporaryRomance | https://t.co/8nsfDlocFh",1,"positive"
"Best Sellers : Health Essentials on Sale! https://t.co/yqLnPkYMX0 https://t.co/lsYesgEfuw",1,"positive"
"Two bounty hunters discover an unexpected package while investigating a #vampire nest #iartg #promotehorror… https://t.co/w2FkPafaZg",-1,"negative"
"@bts_bighit Hopefully one day Amazon UK will be able to stock their albums which contribute to the charts",0,"neutral"
"The Shadow Watcher by @SitSoc_1513
""a great hook, reels you in and keeps delivering""
https://t.co/JmnmnwTxmt
#Bookboost #bookspecials #IARTG",1,"positive"
"Amazon’s social media #influencer programme has rolled out a self-service tool for #YouTube stars… https://t.co/qqCPg78Qv3",0,"neutral"
"@stacyfmitchell @d_hsu_work Amazon is Walmart, but exponentially worse. Get people shopping in one eco system and d… https://t.co/XGQmdRn1oF",-1,"negative"
"Dr Maya Angelou - Letter To My Daughter https://t.co/9qMzrdgDF1 #DrMayaAngelou #autobiography #uplifting @DrMayaAngelou",0,"neutral"
"#FREE  The prequel to my dark romance series is perma-free on Amazon!  https://t.co/woKqIYOwRp    #book #kindle https://t.co/jd3mAY0Jvb",0,"neutral"
"Now need to decide if I pay the digital tax or wait and get it from Amazon.",-1,"negative"
"Live by @HarperSloan 
https://t.co/XeIc9TKlqD",0,"neutral"
"anyone want a free EUR amazon giftcard",1,"positive"
"Is Amazon really declaring war on every supermarket and corner store in America? https://t.co/e3VPsRcsLy",0,"neutral"
"Amazon signals shift away from pilots… https://t.co/7K0diMVlqm via @C21Media",0,"neutral"
"I entered a giveaway for a chance to win ""LightMe Solar Motion Sensor Spotlights, 6-LED Wa..."" by LightMe. https://t.co/cSYYsu9rtt #giveaway",2,"positive"
"@sweatyinbkk You can start here:
https://t.co/BPWfVOGXdz",0,"neutral"
"Check out this quote: ""Poverty and coquetry are two deadly…"" - ""Les Miserables (…"" by Victor Hugo… https://t.co/mJOTvpe9RJ",-2,"negative"
"Powered #PressureWasher System with Attachments
#Clean #Outdoor Power #tools 
https://t.co/Pt8XtMoMkv https://t.co/sLXTz7GYar",0,"neutral"
"MP3 Songs
New Releases in Children's Music
#3: It's Over Isn't It
Deedee Magno Hall 
https://t.co/yjqtoIkY6c https://t.co/NpJl0knnM5",0,"neutral"
"Not Enough time? Read ""How to Create More Time"" A radical and simple way to manage a precious commodity – time. https://t.co/GiFma5vXrz",1,"positive"
"Keeping Her: Book 1 of the Keep Me Series is now available in #paperback on Amazon!  https://t.co/gG1UTLc86E… https://t.co/wrzAmzs5k1",1,"positive"
"Is your husband an addict? https://t.co/9cHtpk16IO  Where to turn? Check out this book today. Uncontrollable Addict by Wendell Montney.",-1,"negative"
"@trevorlong Sweet. I imagine amazon prime will be on them to?",1,"positive"
"#Kindle users!#YA #action #paranormal twist - THE SECRET WATCHERS https://t.co/ANEh7UAhai https://t.co/tP2ixvZyLu",-1,"negative"
"29th Aug 1882:
Australia beat England for 1st time #OTD.

The Sporting Times publishes an obituary.… https://t.co/zIhM4UyWsX",0,"neutral"
"HOT♨#1 #SCIFI #FANTASY
@evepaludan
VAMPIRE FOR HIRE:
☪WOLF MOON 
AWESOME, FUN Sequel
#ASMSG 
https://t.co/ZaKQLgCbHS https://t.co/7U5MIrqVvd",3,"positive"
"See the highly-rated eBook ""Elementally Priceless"" by Shannon Mayer https://t.co/OJ7bacYFmy #kindle https://t.co/ExB2CMJbl1",1,"positive"
"You'll have to journey through elves, giants, wizards and dragons. Love this finale - 5 stars https://t.co/j9uhJQ9IKE #KindleUnlimited #RT",1,"positive"
"Have fun with Kaizens! https://t.co/w78aUj9OqI #creativity https://t.co/8tVS8eQLOF https://t.co/l6Pk6UVFdo",1,"positive"
"No One Is To Blame by Howard Jones - Listen at https://t.co/f0gCsCOljy
 - Buy It https://t.co/OAWHM2p4vA https://t.co/IXyLDfM8Lg",-1,"negative"
"c. Discover ""Framed"" by Brianna Johnson via BookTweeter https://t.co/AI1new2LdX #bktwtr https://t.co/XJ1mrmWB3F",0,"neutral"
"#NowPlaying: Night Changes by One Direction Listen at https://t.co/OmjZiGmMUH
 - Buy it https://t.co/09SMpdlyqk https://t.co/zyVb1ZymnK",0,"neutral"
"Author Maretha Botha @MarethMBotha 'Tales From Fauna Park' https://t.co/BVlTD8acfe  #RRBC https://t.co/V6pVeqCq08",0,"neutral"
"""You don't have to know what your book's about before starting."" https://t.co/gFMtheAL18 #writingtips #writers #writersproblems",0,"neutral"
"Think #Desire is only for new couples, Try reading the Happy Couple
#FreePromoBoost #MustRead #RRBC 
https://t.co/hlZjIClq67",1,"positive"
"see her innocent eyes～ this harness is soft and durable～would not hurt your friend #husky# #harness#@SHINE_HAI 👉… https://t.co/IFnIcCTtyC",1,"positive"
"#TheCage is FREE with #KindleUnlimited here: https://t.co/qSMw32l9N3
#amwriting #scifi #readers https://t.co/Tj3JHo8xq4",1,"positive"
"Amazon now owns Whole foods. Is this a good thing or bad thing for regional stores? #smallbusiness #wholefoods https://t.co/FUbNRFyanP",0,"neutral"
"Take a look at our full range of products ==&gt; https://t.co/E36aE6V0vG https://t.co/Amp11yfAew",0,"neutral"
"PlayStation 4 Slim 1TB Gold Console. 1TB Hard Drive. $300.00 https://t.co/voorITde7m https://t.co/LvAVEr8v4K",0,"neutral"
"So much for @Sonos partnering with @Amazon's #Alexa: https://t.co/yc4OaXZCby.",0,"neutral"
"WWE 2K18 - PlayStation 4 a 49.99 euro su Amazon.it, spese di spedizione incluse!
https://t.co/sT1W00xOw8 https://t.co/VImzuO1Uaf",0,"neutral"
"MP3 Songs
New Releases in Children's Music
#4: Rocketship Run (Dance Remix)
The Laurie Berkner Band… https://t.co/H8k3fn1ZzL",0,"neutral"
"New Lace Bracelet good on you... 
30% Off w'coupon E9XJICAO&gt;https://t.co/vbZsVOdFEe @DEXCEED_JEWELRY https://t.co/5hv8rK3E49 #giveaway",1,"positive"
"Psalm 96:2 ""    2 Sing to the LORD, bless his name;          c tell of his salvation from day to day."" https://t.co/D2UXFh6Wnc",1,"positive"
"After BigHit released the album on Amazon for US &amp; Canada, it's been glowing up Best Sellers with no.1! 😲😲
That's o… https://t.co/UApSvEstwj",2,"positive"
"#hashtag1 2016 Toshiba Satellite 15.6"" High Performance 4K Laptop, Intel Core ... https://t.co/HqffdhVJXB https://t.co/9BgKUsM92v",0,"neutral"
"This button must be magical. I press it, then the best coffee shows up at my door. #Peets #Amazon https://t.co/qxrGPvCydk",2,"positive"
"#FREE ""Bethany marched on, tired, cold, and hungry."" BOUGHT #kindle https://t.co/CVI1BCUcm7",-2,"negative"
"Authentic STAR WARS Expressions Of Darth Vader #Sith TShirt https://t.co/N0yYJ5S5X7 #StarWars #DarthVader #DarkSide https://t.co/5BVZ2NXMhQ",1,"positive"
"RT &amp; ENTER to #Win a $50 #Amazon #Giftcard with @BookRhythm,Enter here https://t.co/nErE4uHlaH https://t.co/CRVtUx6aYi",0,"neutral"
"★SEVENTH DAUGHTER★
✔https://t.co/Jm8tCcKIJ0 

@JessieBTyson https://t.co/zJMd71cCyf #IARTG #ASMSG #Britishauthors https://t.co/mQyaggU1ck",0,"neutral"
"Book Trailer for KEEPING HER, a dark romance novel...

✨ https://t.co/zQgWbRYv0V✨

Now an Amazon #Bestseller!… https://t.co/8DYOL6cqZv",-1,"negative"
"SINFULLY GOOD by @mnnovelette ""What's The MATTER, BABY - AM I TOO MUCH MAN FOR YOU?"" https://t.co/h93dzYiFC7 #Amazon #SEXY",0,"neutral"
"A dark secret...an ill-advised kiss... DEADLY OBSESSION by @KristineCayne is a MUSTREAD! https://t.co/Ykivcg9qnT  #romance #suspense #Kindle",-1,"negative"
"Star Wars Darth Vader and Stormtrooper Salt and Pepper Shakers https://t.co/8LPKpx2TNB #StarWars #DarthVader https://t.co/QMqLOwBcFw",0,"neutral"
"MOMENT BY MOMENT ""One taste of you wouldn't be enough."" https://t.co/zGOBcvITEP #AmazonUK #romance",1,"positive"
"@MANvsGAME I don't even leave anymore. Amazon delivers grocerys now.",0,"neutral"
"@jintoxicated I don't get Antis. This is a normal business deal between two companies. I'm pretty sure that amazon… https://t.co/HVRFkRH3Xq",1,"positive"
"@mrxjpmosh I didn't paid anything yet. Pre-order at amazon (doesn't require purchase), receive your code, if  you d… https://t.co/rzyeMWrqg9",0,"neutral"
"@maggiepint @mj1856 Love that thing! Got one on sale on Amazon during Black Friday. Amazing investment.",2,"positive"
"Unplanned #pregnancy? Now or  in your past - get blessed by others who have been there. #Book. Also on #Kindle https://t.co/zmWf5SRct0",0,"neutral"
"Ember Data In The Wild: Getting Ember Data To Work With Your Api here  https://t.co/dtozNKv2HK #emberjs @javascriptbot_",0,"neutral"
"MP3 Songs
New Releases in Children's Music
#5: Baby Shark
Pinkfong 
https://t.co/gArPoFjYIZ https://t.co/bStpdieWQM",0,"neutral"
"Check out my New YA Romantic Comedy. #YALit #RomCom #TeaserTuesday #EntangledPublishing @ccannonauthor… https://t.co/HvWtT1fKuO",1,"positive"
"Amazon deliveries on even in this crazy storm! Bravo but my heart goes out to the delivery people. Stay safe! @amazonIN",1,"positive"
"The Ultimate Guide to the Munros Vol 4: Cairngorms South https://t.co/dZEc0Im07H #munros #hills #mountains #climbing #cairngorms",0,"neutral"
"No more Whole Paycheck. https://t.co/m74kwy9Sjr via @technology",0,"neutral"
"check out my new blog with extracts from my book at karenstanleyblog@wordpress.com
https://t.co/pdsZxadqJ5",0,"neutral"
"Here is random gift from wishlist of @GoddessKyaa
https://t.co/hOJdKnQkrz ($209.90)
#spoil
Wishlist-&gt;… https://t.co/iiX1Z7i2WR",0,"neutral"
"I liked the story, especially the ROMANCE. It wasn't steamy &amp; sexy, but sweet &amp;innocent
#NLN
https://t.co/sA26wKluyw
https://t.co/ccvTO4HS1G",3,"positive"
"Clerb: An alien time travel adventure story involving yoghurt!  
https://t.co/3ZBoCrb9qG  
#IARTG #ASMSG #ebook",0,"neutral"
"The Best Music The Best Variety ExMan (Clean) by Alexus Bria https://t.co/Ykcg1tHjxH
 - Buy it… https://t.co/JZwmHWNbVT",4,"positive"
"If you want a healthy garden you gotta be willing to pull weeds.  Management and Leadership https://t.co/yRSDWWFVB9 https://t.co/B46MJrlrpK",2,"positive"
"AMAZON PROMO! Trademark Gameroom 32 Piece Billiard Accessory Kit https://t.co/6pyaIz0HPh",0,"neutral"
"And so it begins. Here come the price cuts! Interested in future of brand for affluent under Amazon ownership. https://t.co/EHjMNAUe2v",1,"positive"
"CHECK THIS OUT! AmazonBasics Microfiber Cleaning Cloth - 24-Pack https://t.co/jOS8JZTs6Z",0,"neutral"
"Faith Is Believing THROUGH The Doubt.
#TruthBomb #BestSeller @AmazonKindle
---&gt;https://t.co/4v060h2ul9 https://t.co/fUtURROX38",0,"neutral"
"See the highly-rated eBook ""All Rise for the Honorable"" P.T. Cook by Leslie Conno https://t.co/TIAKb77G5n #kindle https://t.co/J2NZdP8Qhq",1,"positive"
"The third book in the instant NYT Bestselling Series by Jasmine Walt and Rebecca Hamilton! #uf #fantasy #nowlive… https://t.co/kX6fsW0FhU",0,"neutral"
"Motherfucker, I thought I'd pre-ordered Mario + Rabbids. I did wonder why Amazon hadn't sent me any notifications about it.",1,"positive"
"Why bts is selling their album on amazon?🤔",0,"neutral"
"[Sale on 30th Aug 12AM] Moto G5s Plus  - Amazon https://t.co/eZOrXxcCZr",0,"neutral"
"ad: Nike Men's Metcon 2 Training Shoe - https://t.co/JBhJGgV1Gp #fitness https://t.co/4I6148fU1g",0,"neutral"
"The first book of the Space #Witches is now available on #Amazon. Fun, fast moving story. The Book of Witches: … https://t.co/vZAQabIJpl",3,"positive"
"@PayPoint Actually, over the weekend I tried a few shops in my area (Bradford) and non of them seemed to know about Amazon Top Up :/",1,"positive"
"MP3 Songs
New Releases in Children's Music
#6: Full Disclosure
Zach Callison 
https://t.co/79pFsIOl4r https://t.co/0KV1NaIMju",0,"neutral"
"#satchat RT For Follow Amazon Keyword Research Tool for Seller Listing Optimization - Find Trending Keywords https://t.co/BQYGwyR61n",0,"neutral"
"I recently tried @Cashkarocom &amp; recommend it! Get EXTRA #Cashback on top of free #Coupons at Jabong, Amazon  https://t.co/CMaUES524t",3,"positive"
"do u think i could preorder her from amazon and get it shipped 2 the uk ..",0,"neutral"
"He's sacrificed the woman he loved, his marriage, and his life for Israel. https://t.co/Y53fVbwrhv #historical via @RobertaKagan",0,"neutral"
"@AlexRoy144 Small but big difference: Amazon is its own beneficiary here, but Waymo will need sufficient ad revenue… https://t.co/NrcXn9umBd",2,"positive"
"Amazon is such a caring company, God bless them. 💖 https://t.co/1FZpw0fTXR",1,"positive"
"FahadGorain : Quantum AI Big Data Cloud Advanced Training https://t.co/nHca3q9HWp Computing: A Hacker's Dictionary : https://t.co/2l6mJOb0ua",0,"neutral"
"Jennifer leads her team to the past to prevent human extinction #scifi #erotic @markklevin https://t.co/rEeO6Fh6g6 https://t.co/SifdimziJG",1,"positive"
"Enter to win a $25 Amazon GC + pick up stacks of #free &amp; #bargain books including this one for only $0.99!… https://t.co/tcMwhtwbWW",1,"positive"
"UK TV industry risks losing £1bn a year to Amazon, YouTube and Facebook https://t.co/yaOahPIbvD",-2,"negative"
"Mens Halloween Cat Lovers Funny Tee Shirt 3XL Navy Top Tees by PeterTheArtist https://t.co/nGxow0Mx7j via @amazon",0,"neutral"
"#ad Bosch RS035 Hard Hook-&amp;-Loop Sander Backing Pad - https://t.co/OL8OQISEob #tool https://t.co/U3P0RXkMye",-1,"negative"
"Russian ethnoscience by August Drown https://t.co/GfmdqoNv2V",0,"neutral"
"NEW Wind Chimes - with lots of new tumbled glass, wind chimes are added weekly @ https://t.co/1cZcMOA3DG https://t.co/FwlPDmcD31",-1,"negative"
"Whole Foods Is About To Get WAY Cheaper. Here's What You Need To Know https://t.co/My2lFlRp0o https://t.co/KQwVvvyFVV",1,"positive"
"""I really wish I had bought this book before all the others. 5 stars!"" https://t.co/beW1lLOvYu #guitar #kindle https://t.co/XJ7db7gkup",0,"neutral"
"@Andre_dz But i thought Amazon is IEBC's service provider",0,"neutral"
"@CD604 @BBMobile It's already available at Staples.ca and Amazon.ca, but you need to dig thru the sellers to find Amazon as the seller.",1,"positive"
"girls naked with legs open nude amazon girls https://t.co/DzxvXBH7vv",0,"neutral"
"I entered a giveaway for a chance to win ""Nintendo Switch Tempered Glass Screen Prote..."" by emobilepress. https://t.co/TrnblUidLk #giveaway",1,"positive"
"Moto G5S Plus is launching today in India: Watch the live stream here .. https://t.co/FU9s5zYMDN",0,"neutral"
"MAKING IT by Ted Myers. A classic #memoir of ALMOST making it big as a rock star ➡https://t.co/NJLB3HhO3Y #amreading",1,"positive"
